order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,region,status
13493,4499,76,2023-04-21,1,168,168,Europe,completed
13494,1316,128,2024-02-20,2,77,154,Latin America,processing
13495,1096,171,2024-11-20,3,17,51,Latin America,shipped
13496,1966,184,2024-02-05,3,40,120,Asia Pacific,processing
13497,1393,122,2024-10-21,2,16,32,Latin America,completed
13498,2211,131,2024-01-06,5,268,1340,North America,completed
13499,982,163,2023-06-16,2,16,32,North America,completed
13500,348,39,2023-09-06,2,525,1050,North America,completed
13501,2434,60,2024-07-23,5,207,1035,Asia Pacific,completed
13502,2740,188,2023-07-10,3,34,102,North America,completed
13503,1834,169,2023-03-12,1,24,24,Asia Pacific,shipped
13504,4627,54,2023-01-24,5,223,1115,Latin America,completed
13505,711,167,2023-10-09,5,31,155,Asia Pacific,completed
13506,1211,62,2024-08-06,3,52,156,North America,completed
13507,3631,189,2023-09-03,3,23,69,Latin America,completed
13508,2886,149,2023-10-30,2,156,312,Europe,completed
13509,1424,5,2024-03-15,5,1806,9030,North America,completed
13510,3844,85,2023-04-30,1,152,152,Asia Pacific,completed
13511,2176,165,2024-02-23,2,16,32,Europe,completed
13512,519,54,2023-06-11,1,223,223,Europe,completed
13513,1190,104,2023-06-24,2,281,562,Latin America,returned
13514,4548,56,2024-01-09,1,263,263,Europe,completed
13515,4436,188,2024-03-13,2,34,68,Europe,processing
13516,1692,15,2024-01-18,5,736,3680,Asia Pacific,returned
13517,2907,138,2023-11-28,1,117,117,Latin America,completed
13518,4551,171,2023-05-13,2,17,34,Latin America,completed
13519,691,2,2023-06-28,5,563,2815,Asia Pacific,processing
13520,648,27,2024-03-08,4,1969,7876,Asia Pacific,completed
13521,193,55,2023-11-08,1,115,115,Latin America,completed
13522,2376,165,2023-09-26,2,16,32,Asia Pacific,completed
13523,4351,188,2023-11-25,2,34,68,Asia Pacific,completed
13524,860,85,2024-10-21,5,152,760,North America,completed
13525,4645,153,2023-09-01,3,277,831,North America,completed
13526,1552,7,2023-09-25,1,251,251,Asia Pacific,shipped
13527,1726,15,2024-11-10,1,736,736,North America,completed
13528,2736,55,2023-05-09,3,115,345,Latin America,completed
13529,2090,158,2023-04-29,4,293,1172,Europe,completed
13530,3907,180,2024-11-03,3,15,45,Asia Pacific,completed
13531,2858,33,2023-02-22,3,649,1947,Europe,completed
13532,2062,72,2024-07-25,2,200,400,Asia Pacific,returned
13533,1070,99,2024-10-14,3,246,738,Asia Pacific,processing
13534,1667,34,2024-12-04,4,921,3684,North America,completed
13535,4376,134,2023-06-18,5,33,165,Asia Pacific,completed
13536,841,69,2024-11-26,2,230,460,Europe,returned
13537,3755,160,2023-01-31,3,264,792,Europe,completed
13538,207,160,2023-03-07,3,264,792,Asia Pacific,completed
13539,4197,151,2023-07-22,4,163,652,Europe,returned
13540,3947,60,2023-02-20,3,207,621,Europe,completed
13541,3824,197,2024-12-27,5,15,75,Europe,completed
13542,454,80,2024-05-27,1,224,224,Latin America,completed
13543,2055,162,2023-04-26,3,22,66,North America,returned
13544,2700,155,2023-05-20,1,92,92,Latin America,returned
13545,1467,116,2024-07-08,5,209,1045,Latin America,completed
13546,2129,176,2024-05-31,5,9,45,North America,completed
13547,3230,124,2023-08-12,4,142,568,Latin America,returned
13548,4490,100,2023-01-05,2,203,406,Asia Pacific,completed
13549,1009,167,2023-07-02,5,31,155,Latin America,completed
13550,2782,182,2024-02-01,1,26,26,North America,shipped
13551,281,91,2023-12-20,5,298,1490,Latin America,completed
13552,103,168,2023-06-02,3,30,90,North America,returned
13553,3512,181,2024-01-10,1,36,36,Latin America,completed
13554,4996,15,2024-01-28,5,736,3680,Europe,completed
13555,4594,134,2023-07-23,5,33,165,Latin America,shipped
13556,4538,129,2023-04-04,2,69,138,Latin America,completed
13557,4031,148,2023-05-22,1,25,25,Latin America,completed
13558,1154,93,2023-04-30,5,194,970,Asia Pacific,completed
13559,3596,87,2023-06-26,3,192,576,Europe,returned
13560,361,115,2024-03-02,1,182,182,Latin America,completed
13561,447,106,2024-01-24,4,165,660,North America,shipped
13562,4075,174,2024-06-01,3,17,51,North America,shipped
13563,3993,74,2023-06-06,1,244,244,Europe,shipped
13564,213,172,2023-01-05,1,11,11,Europe,returned
13565,4959,147,2024-04-23,5,260,1300,Latin America,processing
13566,4163,102,2024-04-28,4,187,748,Asia Pacific,completed
13567,1199,114,2023-10-22,1,205,205,Asia Pacific,returned
13568,3299,92,2023-01-06,3,102,306,North America,completed
13569,3507,121,2023-08-29,2,251,502,Asia Pacific,completed
13570,3453,7,2024-04-01,5,251,1255,Latin America,shipped
13571,1505,44,2023-06-01,5,111,555,Latin America,shipped
13572,2558,151,2023-11-02,5,163,815,Asia Pacific,completed
13573,2413,171,2023-05-02,2,17,34,Asia Pacific,shipped
13574,723,174,2024-04-17,1,17,17,Asia Pacific,completed
13575,67,100,2024-04-07,2,203,406,Europe,completed
13576,306,34,2024-03-11,3,921,2763,Latin America,processing
13577,3617,80,2023-02-24,2,224,448,North America,completed
13578,3320,20,2024-04-24,4,1418,5672,Latin America,completed
13579,1504,140,2023-10-09,3,224,672,Latin America,completed
13580,1702,112,2024-04-17,1,234,234,North America,processing
13581,2083,49,2024-01-23,4,100,400,Latin America,completed
13582,507,28,2024-05-10,1,567,567,North America,completed
13583,281,125,2024-08-05,5,106,530,Europe,completed
13584,1198,10,2024-06-28,5,956,4780,Asia Pacific,processing
13585,1820,196,2024-09-25,3,31,93,North America,completed
13586,3429,195,2023-04-16,3,40,120,Asia Pacific,returned
13587,3606,24,2023-10-10,2,240,480,Europe,processing
13588,3952,21,2024-01-25,4,1992,7968,Asia Pacific,shipped
13589,4829,123,2024-06-06,5,71,355,Asia Pacific,completed
13590,2430,195,2024-08-08,3,40,120,North America,completed
13591,3547,140,2024-03-17,1,224,224,Latin America,processing
13592,1513,125,2024-07-14,5,106,530,Latin America,completed
13593,2686,181,2024-12-06,1,36,36,North America,completed
13594,4485,171,2024-05-05,4,17,68,Europe,completed
13595,577,40,2024-08-05,2,1875,3750,Asia Pacific,completed
13596,4210,42,2023-03-15,5,129,645,Asia Pacific,completed
13597,3504,172,2024-03-25,1,11,11,Europe,completed
13598,3479,149,2023-07-29,4,156,624,Asia Pacific,returned
13599,3663,17,2023-07-05,1,935,935,Latin America,completed
13600,876,149,2024-10-23,4,156,624,North America,completed
13601,4971,145,2024-03-15,2,133,266,North America,completed
13602,428,186,2024-12-14,5,15,75,Asia Pacific,completed
13603,118,40,2023-09-10,1,1875,1875,Latin America,completed
13604,1539,91,2023-02-16,3,298,894,North America,returned
13605,373,93,2024-09-07,2,194,388,Asia Pacific,completed
13606,637,179,2024-10-13,3,27,81,North America,returned
13607,1299,167,2023-07-22,4,31,124,North America,completed
13608,3672,47,2023-05-14,5,204,1020,Latin America,completed
13609,748,103,2024-01-31,5,167,835,Asia Pacific,completed
13610,2342,90,2024-08-16,2,292,584,North America,processing
13611,2258,94,2024-03-08,1,258,258,Europe,completed
13612,2831,140,2023-12-27,4,224,896,North America,returned
13613,459,167,2024-08-24,4,31,124,Asia Pacific,completed
13614,1048,49,2023-10-17,3,100,300,North America,shipped
13615,2260,176,2023-08-05,1,9,9,North America,shipped
13616,851,158,2023-12-01,1,293,293,Latin America,processing
13617,3821,4,2023-09-29,3,551,1653,Latin America,completed
13618,2239,101,2023-07-17,1,84,84,Asia Pacific,completed
13619,1725,123,2024-07-29,3,71,213,Latin America,processing
13620,11,124,2024-11-10,3,142,426,North America,completed
13621,3695,175,2024-01-27,1,24,24,Europe,completed
13622,4465,80,2024-07-29,5,224,1120,Latin America,shipped
13623,2592,8,2023-06-30,5,1697,8485,North America,completed
13624,635,154,2024-02-09,5,250,1250,Europe,processing
13625,1610,91,2024-12-24,3,298,894,Latin America,shipped
13626,945,157,2023-04-30,5,271,1355,Latin America,completed
13627,3409,25,2023-11-26,4,1293,5172,North America,shipped
13628,589,164,2024-08-21,4,19,76,North America,shipped
13629,4457,188,2024-12-02,5,34,170,Asia Pacific,completed
13630,1775,108,2023-11-17,3,125,375,North America,returned
13631,1136,122,2023-11-15,3,16,48,Europe,completed
13632,3946,68,2023-11-30,3,155,465,Latin America,completed
13633,3627,62,2024-04-23,1,52,52,Latin America,shipped
13634,1474,86,2024-01-19,2,170,340,Europe,returned
13635,1631,47,2024-11-07,1,204,204,Latin America,completed
13636,4877,40,2023-05-31,3,1875,5625,Europe,completed
13637,3810,22,2024-02-23,4,829,3316,Europe,processing
13638,3334,76,2024-05-02,1,168,168,Asia Pacific,returned
13639,520,35,2023-12-19,3,172,516,North America,completed
13640,2851,154,2024-06-27,5,250,1250,Asia Pacific,completed
13641,1050,200,2024-04-16,4,39,156,Europe,completed
13642,1482,128,2024-08-13,2,77,154,Asia Pacific,processing
13643,679,169,2024-10-31,5,24,120,Asia Pacific,returned
13644,4220,101,2024-03-23,1,84,84,North America,completed
13645,1964,78,2024-04-14,1,123,123,Asia Pacific,completed
13646,1435,70,2024-02-14,1,188,188,Europe,processing
13647,1371,45,2023-11-04,5,104,520,Europe,shipped
13648,4972,41,2024-04-03,4,249,996,Europe,completed
13649,3670,197,2024-12-19,2,15,30,Latin America,completed
13650,3776,106,2023-01-02,3,165,495,Asia Pacific,returned
13651,2319,176,2023-01-20,2,9,18,Asia Pacific,completed
13652,77,176,2024-11-18,4,9,36,North America,completed
13653,267,15,2023-02-14,4,736,2944,Latin America,shipped
13654,869,93,2023-07-07,4,194,776,North America,completed
13655,1398,21,2024-12-30,3,1992,5976,Asia Pacific,completed
13656,4529,194,2023-06-21,4,13,52,Europe,completed
13657,3559,109,2023-01-11,4,210,840,North America,completed
13658,789,104,2024-02-20,5,281,1405,Asia Pacific,completed
13659,3312,73,2024-03-05,3,195,585,Asia Pacific,completed
13660,138,141,2024-09-23,2,50,100,Europe,completed
13661,534,35,2024-01-17,2,172,344,Latin America,shipped
13662,1070,37,2024-01-17,3,921,2763,Asia Pacific,completed
13663,352,191,2023-01-02,5,17,85,Asia Pacific,shipped
13664,4087,4,2023-04-28,2,551,1102,North America,completed
13665,1946,48,2024-10-20,3,51,153,Europe,completed
13666,2354,40,2024-10-20,1,1875,1875,Latin America,completed
13667,943,95,2023-06-05,1,31,31,Europe,completed
13668,2907,99,2024-04-18,4,246,984,Latin America,completed
13669,2644,21,2023-04-11,4,1992,7968,Asia Pacific,shipped
13670,804,156,2023-08-22,2,294,588,Europe,completed
13671,4949,22,2024-07-04,2,829,1658,North America,completed
13672,4502,118,2024-08-12,3,237,711,Latin America,completed
13673,4425,173,2023-03-13,1,43,43,Asia Pacific,completed
13674,1619,139,2024-02-05,1,91,91,Asia Pacific,completed
13675,193,181,2023-01-03,5,36,180,North America,returned
13676,4854,135,2024-01-16,4,209,836,Europe,shipped
13677,3792,190,2024-02-22,2,13,26,Asia Pacific,shipped
13678,1561,171,2024-03-14,5,17,85,Europe,completed
13679,508,111,2024-11-14,1,264,264,Europe,completed
13680,4177,70,2023-08-12,3,188,564,Latin America,processing
13681,233,9,2023-10-01,2,1101,2202,Asia Pacific,completed
13682,2873,184,2023-10-19,1,40,40,North America,shipped
13683,1394,69,2024-07-03,4,230,920,Europe,completed
13684,3149,154,2024-07-08,2,250,500,North America,completed
13685,4197,89,2023-04-09,2,40,80,Europe,completed
13686,410,117,2023-03-22,1,159,159,Latin America,completed
13687,2748,8,2023-02-13,1,1697,1697,Asia Pacific,completed
13688,286,125,2024-05-07,1,106,106,North America,processing
13689,2509,47,2023-10-09,2,204,408,North America,shipped
13690,4744,27,2024-03-22,5,1969,9845,Asia Pacific,shipped
13691,3087,16,2024-10-03,3,153,459,North America,completed
13692,2174,190,2023-05-22,1,13,13,Europe,completed
13693,1847,188,2023-06-30,1,34,34,Europe,completed
13694,2994,130,2024-03-31,1,116,116,North America,completed
13695,1559,110,2023-04-11,5,215,1075,Europe,returned
13696,163,105,2023-09-03,3,90,270,North America,returned
13697,1916,178,2024-02-22,1,15,15,Europe,completed
13698,3951,1,2023-08-06,1,50,50,North America,completed
13699,2043,58,2024-08-13,1,71,71,North America,completed
13700,4494,128,2024-02-03,5,77,385,Asia Pacific,completed
13701,73,43,2023-07-13,1,127,127,Asia Pacific,completed
13702,3967,18,2023-02-24,4,176,704,Latin America,processing
13703,2411,192,2024-04-22,5,10,50,North America,shipped
13704,3257,190,2024-01-06,1,13,13,Asia Pacific,completed
13705,3434,50,2024-02-13,3,222,666,Europe,completed
13706,2430,54,2023-12-13,5,223,1115,Europe,processing
13707,140,181,2023-12-12,5,36,180,Europe,returned
13708,4505,144,2024-09-03,3,91,273,North America,completed
13709,4408,110,2023-04-12,3,215,645,North America,completed
13710,4920,123,2024-08-15,2,71,142,Asia Pacific,completed
13711,467,70,2023-09-15,4,188,752,Latin America,completed
13712,473,187,2023-06-12,4,41,164,Asia Pacific,completed
13713,3482,157,2023-12-15,3,271,813,Latin America,completed
13714,1261,53,2023-08-11,2,107,214,Latin America,completed
13715,2428,9,2023-10-31,1,1101,1101,Latin America,completed
13716,1136,135,2024-01-22,4,209,836,Asia Pacific,shipped
13717,3888,170,2023-09-12,5,34,170,Latin America,shipped
13718,2300,21,2023-08-03,2,1992,3984,Latin America,completed
13719,3143,10,2023-12-10,2,956,1912,North America,completed
13720,12,99,2023-12-15,3,246,738,Europe,returned
13721,111,54,2024-08-19,4,223,892,Latin America,processing
13722,3323,88,2024-05-15,4,245,980,Latin America,returned
13723,3716,27,2024-01-09,1,1969,1969,Asia Pacific,shipped
13724,4436,152,2023-06-05,1,34,34,Latin America,completed
13725,2068,23,2023-12-12,1,397,397,Europe,processing
13726,359,9,2024-11-13,3,1101,3303,Europe,completed
13727,4285,87,2023-04-24,3,192,576,Asia Pacific,returned
13728,4827,50,2024-09-04,4,222,888,Asia Pacific,completed
13729,4493,126,2023-07-09,2,212,424,Europe,shipped
13730,1596,138,2023-02-03,4,117,468,North America,completed
13731,2161,129,2024-07-27,4,69,276,Latin America,shipped
13732,1685,64,2023-02-15,1,59,59,Asia Pacific,completed
13733,2824,84,2023-05-08,4,268,1072,Latin America,completed
13734,2956,29,2024-05-28,4,959,3836,North America,returned
13735,413,99,2024-05-10,2,246,492,North America,completed
13736,3965,117,2024-11-05,2,159,318,North America,completed
13737,1096,34,2023-11-27,4,921,3684,Latin America,completed
13738,522,111,2024-11-07,5,264,1320,Europe,processing
13739,4342,36,2024-09-17,2,68,136,Latin America,completed
13740,4092,26,2024-07-21,1,1038,1038,Asia Pacific,completed
13741,3280,158,2023-04-07,5,293,1465,Europe,completed
13742,3399,72,2024-05-15,4,200,800,Europe,completed
13743,3591,69,2024-01-10,4,230,920,Asia Pacific,completed
13744,1495,149,2024-03-13,4,156,624,North America,completed
13745,963,123,2023-09-03,5,71,355,Latin America,completed
13746,1533,31,2023-05-04,1,1599,1599,Latin America,completed
13747,4213,121,2024-10-19,3,251,753,Asia Pacific,completed
13748,3644,101,2024-05-03,1,84,84,Latin America,completed
13749,2716,104,2024-08-15,2,281,562,Europe,completed
13750,2589,168,2024-05-14,5,30,150,Europe,returned
13751,714,19,2024-11-19,2,223,446,Latin America,completed
13752,832,92,2024-02-27,3,102,306,Latin America,processing
13753,1494,115,2024-07-31,1,182,182,Europe,processing
13754,843,13,2024-10-11,3,1163,3489,Europe,completed
13755,4639,125,2024-02-12,3,106,318,Latin America,completed
13756,110,32,2024-06-22,2,1137,2274,Europe,processing
13757,3250,87,2023-02-01,4,192,768,Asia Pacific,completed
13758,592,112,2023-09-13,2,234,468,North America,shipped
13759,979,75,2023-10-08,5,146,730,Asia Pacific,completed
13760,4740,58,2024-11-13,1,71,71,Latin America,processing
13761,4709,140,2023-11-23,1,224,224,Asia Pacific,returned
13762,4287,46,2024-02-27,4,96,384,Europe,completed
13763,566,152,2024-03-16,1,34,34,Europe,completed
13764,3991,166,2024-08-17,2,28,56,Asia Pacific,completed
13765,2960,131,2023-04-11,4,268,1072,Europe,completed
13766,4147,93,2024-10-20,5,194,970,North America,completed
13767,1816,98,2024-07-31,3,193,579,Europe,completed
13768,4395,33,2024-09-16,1,649,649,Latin America,completed
13769,795,17,2023-02-21,1,935,935,Latin America,returned
13770,830,9,2023-09-17,2,1101,2202,Asia Pacific,completed
13771,1396,180,2024-06-12,5,15,75,North America,shipped
13772,2693,14,2024-04-24,3,721,2163,Europe,completed
13773,2442,2,2024-11-21,2,563,1126,Latin America,completed
13774,4354,172,2024-02-21,2,11,22,Europe,completed
13775,3976,130,2024-10-17,5,116,580,Latin America,completed
13776,2828,125,2024-08-24,5,106,530,North America,completed
13777,3697,18,2023-07-08,3,176,528,Asia Pacific,shipped
13778,656,21,2024-01-23,5,1992,9960,Europe,processing
13779,3725,90,2024-12-11,5,292,1460,Asia Pacific,completed
13780,415,81,2024-06-03,2,21,42,Asia Pacific,completed
13781,4877,123,2024-12-23,2,71,142,Latin America,returned
13782,2259,123,2023-04-30,2,71,142,Latin America,completed
13783,4628,163,2023-02-23,5,16,80,Europe,shipped
13784,4259,20,2023-03-10,4,1418,5672,Latin America,processing
13785,2968,140,2024-04-24,3,224,672,Latin America,completed
13786,1119,151,2023-09-26,5,163,815,North America,completed
13787,595,107,2024-05-18,1,124,124,Europe,processing
13788,457,157,2023-09-26,5,271,1355,Asia Pacific,shipped
13789,764,82,2023-09-22,1,266,266,North America,processing
13790,3555,190,2023-03-19,2,13,26,Europe,completed
13791,2990,89,2023-06-01,3,40,120,Asia Pacific,completed
13792,989,143,2024-04-24,5,17,85,Latin America,shipped
13793,2496,60,2023-05-05,3,207,621,Europe,shipped
13794,3960,38,2024-08-08,1,885,885,Europe,completed
13795,1874,127,2023-09-05,1,147,147,Asia Pacific,shipped
13796,2642,36,2024-06-30,5,68,340,Asia Pacific,completed
13797,1957,111,2024-03-06,4,264,1056,North America,completed
13798,1027,151,2023-03-30,4,163,652,Latin America,completed
13799,2149,177,2023-12-28,2,35,70,North America,completed
13800,3808,25,2024-08-08,5,1293,6465,North America,completed
13801,2396,26,2023-03-03,3,1038,3114,North America,shipped
13802,4982,113,2023-08-29,5,223,1115,Asia Pacific,completed
13803,4553,21,2024-10-15,1,1992,1992,Latin America,returned
13804,2112,110,2023-04-09,2,215,430,Latin America,shipped
13805,3033,86,2024-01-03,2,170,340,Asia Pacific,processing
13806,3555,115,2023-06-07,2,182,364,North America,returned
13807,1793,73,2024-01-06,4,195,780,Europe,shipped
13808,2440,91,2023-11-29,5,298,1490,Latin America,completed
13809,4130,87,2023-05-11,1,192,192,North America,completed
13810,4039,25,2023-08-09,4,1293,5172,Europe,shipped
13811,1123,163,2023-10-22,4,16,64,Europe,completed
13812,537,98,2023-12-25,3,193,579,Europe,completed
13813,337,115,2023-10-23,5,182,910,Latin America,processing
13814,1811,132,2024-06-30,5,91,455,North America,completed
13815,2836,116,2023-05-18,2,209,418,Asia Pacific,completed
13816,464,103,2023-10-08,4,167,668,Asia Pacific,completed
13817,1658,25,2024-09-20,1,1293,1293,North America,returned
13818,2372,158,2023-01-15,3,293,879,Asia Pacific,completed
13819,178,127,2024-08-11,5,147,735,North America,completed
13820,352,102,2024-11-01,4,187,748,North America,completed
13821,2865,50,2023-03-13,3,222,666,Latin America,shipped
13822,971,35,2024-07-15,2,172,344,Latin America,completed
13823,4367,135,2024-09-14,3,209,627,Asia Pacific,completed
13824,4185,189,2023-01-10,1,23,23,Europe,completed
13825,4160,78,2023-12-21,2,123,246,Latin America,completed
13826,4943,28,2024-02-28,1,567,567,Asia Pacific,returned
13827,2243,162,2023-04-26,2,22,44,Asia Pacific,processing
13828,1325,32,2024-07-22,4,1137,4548,Asia Pacific,completed
13829,4345,200,2024-07-15,3,39,117,Asia Pacific,completed
13830,3538,97,2023-04-09,5,84,420,North America,completed
13831,1109,36,2024-03-19,2,68,136,Latin America,returned
13832,693,11,2024-07-13,3,505,1515,Asia Pacific,shipped
13833,3765,40,2023-09-08,2,1875,3750,Europe,completed
13834,4548,94,2023-10-13,4,258,1032,North America,completed
13835,235,190,2023-09-25,4,13,52,Asia Pacific,completed
13836,204,30,2023-03-19,3,961,2883,Asia Pacific,completed
13837,774,111,2024-10-04,3,264,792,Asia Pacific,returned
13838,3367,9,2023-09-23,5,1101,5505,North America,completed
13839,732,86,2024-10-26,2,170,340,Latin America,shipped
13840,2419,23,2024-06-20,2,397,794,Asia Pacific,completed
13841,2978,11,2023-05-03,2,505,1010,North America,completed
13842,2361,173,2024-07-22,3,43,129,North America,processing
13843,1657,47,2024-09-08,1,204,204,Asia Pacific,processing
13844,2880,36,2023-06-26,5,68,340,Latin America,completed
13845,1524,19,2024-01-04,3,223,669,Latin America,completed
13846,4552,97,2023-01-19,2,84,168,Latin America,completed
13847,4592,167,2023-10-13,5,31,155,Asia Pacific,completed
13848,1827,10,2024-11-27,2,956,1912,Europe,completed
13849,3742,31,2023-04-21,1,1599,1599,North America,completed
13850,1483,108,2023-10-06,4,125,500,Asia Pacific,shipped
13851,2910,75,2024-08-07,3,146,438,North America,shipped
13852,3094,88,2024-04-27,1,245,245,Europe,completed
13853,4946,20,2023-05-13,4,1418,5672,North America,shipped
13854,4808,31,2023-07-08,2,1599,3198,Europe,completed
13855,1836,152,2023-11-18,4,34,136,Asia Pacific,processing
13856,344,70,2024-04-10,5,188,940,Latin America,completed
13857,212,97,2024-11-03,5,84,420,North America,returned
13858,1611,99,2023-09-09,3,246,738,Asia Pacific,processing
13859,3893,173,2023-07-17,1,43,43,North America,completed
13860,2453,133,2023-09-14,2,245,490,North America,completed
13861,2014,121,2024-12-04,2,251,502,North America,completed
13862,4069,7,2023-06-10,3,251,753,Asia Pacific,completed
13863,668,37,2024-02-24,2,921,1842,Latin America,shipped
13864,3774,176,2023-02-28,2,9,18,Latin America,returned
13865,2800,174,2024-09-25,2,17,34,Asia Pacific,completed
13866,3962,161,2024-05-17,3,15,45,North America,completed
13867,3502,89,2024-08-26,4,40,160,Asia Pacific,returned
13868,4836,87,2023-04-15,5,192,960,North America,returned
13869,2379,87,2023-12-07,2,192,384,Asia Pacific,shipped
13870,4452,46,2024-01-28,2,96,192,Europe,shipped
13871,494,117,2023-08-24,5,159,795,North America,processing
13872,3922,181,2023-05-21,1,36,36,Asia Pacific,completed
13873,195,58,2024-06-14,1,71,71,Latin America,completed
13874,2997,5,2024-04-11,4,1806,7224,Latin America,shipped
13875,4397,96,2024-07-23,4,137,548,Asia Pacific,completed
13876,4970,93,2023-03-02,1,194,194,North America,completed
13877,4179,96,2024-06-30,1,137,137,Europe,completed
13878,1269,73,2023-08-16,1,195,195,Europe,shipped
13879,3890,135,2023-12-16,1,209,209,North America,completed
13880,4440,90,2023-02-08,2,292,584,Latin America,completed
13881,1901,57,2024-06-20,1,242,242,Europe,shipped
13882,4416,96,2023-03-11,5,137,685,North America,processing
13883,741,182,2023-05-22,1,26,26,Asia Pacific,returned
13884,1994,191,2023-06-23,5,17,85,Latin America,shipped
13885,3964,135,2024-11-21,1,209,209,North America,returned
13886,1609,38,2024-01-18,3,885,2655,Asia Pacific,processing
13887,687,167,2023-05-12,4,31,124,Latin America,shipped
13888,1451,8,2023-12-16,2,1697,3394,Asia Pacific,completed
13889,106,52,2024-01-20,3,126,378,Latin America,shipped
13890,3517,156,2023-02-17,2,294,588,North America,returned
13891,4205,68,2023-03-09,3,155,465,Asia Pacific,returned
13892,3218,70,2023-12-15,2,188,376,Latin America,shipped
13893,1559,13,2024-01-06,5,1163,5815,North America,completed
13894,1048,155,2024-12-01,1,92,92,Asia Pacific,completed
13895,2006,158,2024-08-14,1,293,293,Asia Pacific,completed
13896,345,177,2023-02-16,4,35,140,North America,processing
13897,1730,130,2023-08-02,3,116,348,Latin America,completed
13898,139,29,2023-02-07,5,959,4795,Latin America,shipped
13899,4422,186,2023-02-10,4,15,60,North America,completed
13900,1868,10,2024-11-04,3,956,2868,Europe,completed
13901,729,106,2024-02-04,5,165,825,Europe,completed
13902,2909,112,2023-12-13,3,234,702,Europe,returned
13903,173,55,2024-12-13,1,115,115,Latin America,returned
13904,2731,116,2024-02-07,3,209,627,Europe,completed
13905,3902,27,2024-02-19,1,1969,1969,Latin America,processing
13906,3905,92,2024-01-31,1,102,102,Asia Pacific,shipped
13907,2091,157,2023-07-12,3,271,813,Latin America,completed
13908,2144,119,2024-12-27,4,138,552,North America,completed
13909,4246,195,2024-07-21,5,40,200,Europe,completed
13910,3806,10,2023-10-28,1,956,956,North America,completed
13911,2175,71,2023-06-25,5,78,390,Europe,processing
13912,3191,159,2024-08-04,3,64,192,Latin America,returned
13913,2439,88,2024-02-29,4,245,980,Europe,processing
13914,719,20,2023-10-02,5,1418,7090,Asia Pacific,completed
13915,2572,174,2024-05-29,1,17,17,Asia Pacific,completed
13916,781,111,2023-05-01,5,264,1320,Asia Pacific,completed
13917,1166,149,2023-06-27,1,156,156,North America,shipped
13918,877,165,2024-02-07,5,16,80,North America,completed
13919,1081,198,2023-01-14,5,30,150,Europe,completed
13920,3414,150,2023-07-20,4,274,1096,Europe,completed
13921,4887,118,2023-12-01,1,237,237,Europe,completed
13922,3135,101,2024-03-15,5,84,420,North America,completed
13923,3871,92,2023-03-06,3,102,306,North America,shipped
13924,1601,35,2024-01-20,1,172,172,Asia Pacific,processing
13925,3212,116,2024-04-06,1,209,209,Asia Pacific,completed
13926,4475,5,2023-02-17,1,1806,1806,North America,shipped
13927,4197,181,2023-03-22,1,36,36,Asia Pacific,returned
13928,809,179,2023-04-14,5,27,135,Europe,completed
13929,2442,6,2023-01-27,3,532,1596,Latin America,completed
13930,2915,158,2024-06-13,4,293,1172,Asia Pacific,completed
13931,290,124,2024-08-10,2,142,284,Europe,processing
13932,1992,155,2024-03-12,3,92,276,North America,returned
13933,2064,30,2024-11-12,5,961,4805,Europe,processing
13934,3006,142,2024-03-22,2,255,510,Europe,shipped
13935,2030,144,2024-11-13,4,91,364,Latin America,completed
13936,741,21,2024-06-17,5,1992,9960,North America,completed
13937,1951,111,2023-04-30,2,264,528,Asia Pacific,completed
13938,1737,125,2024-08-11,4,106,424,Asia Pacific,returned
13939,3174,93,2023-01-25,1,194,194,Europe,completed
13940,284,112,2023-12-07,1,234,234,Europe,returned
13941,613,187,2024-11-10,2,41,82,North America,completed
13942,3815,117,2023-04-04,2,159,318,Europe,returned
13943,3175,182,2023-06-27,5,26,130,Asia Pacific,returned
13944,3383,3,2024-01-31,5,1953,9765,Latin America,completed
13945,1144,24,2024-09-19,1,240,240,Latin America,completed
13946,2155,187,2024-03-09,3,41,123,North America,shipped
13947,1078,200,2023-05-21,3,39,117,Latin America,shipped
13948,1210,155,2023-09-17,3,92,276,Latin America,completed
13949,3766,30,2023-09-08,1,961,961,Asia Pacific,completed
13950,2980,62,2024-06-22,2,52,104,Latin America,processing
13951,85,151,2023-06-28,1,163,163,Latin America,completed
13952,4150,8,2023-01-26,4,1697,6788,Europe,completed
13953,4588,45,2023-10-20,1,104,104,Latin America,completed
13954,37,101,2024-12-24,4,84,336,North America,completed
13955,35,5,2024-03-28,2,1806,3612,Europe,shipped
13956,4942,20,2023-05-08,3,1418,4254,Europe,shipped
13957,3405,152,2023-04-06,4,34,136,Latin America,completed
13958,2575,56,2023-09-01,2,263,526,Europe,shipped
13959,1210,7,2023-10-03,4,251,1004,Latin America,shipped
13960,179,27,2024-03-05,4,1969,7876,Europe,processing
13961,1520,106,2024-04-06,3,165,495,Latin America,completed
13962,1277,20,2023-08-07,2,1418,2836,Latin America,completed
13963,1410,16,2023-12-05,3,153,459,Latin America,returned
13964,3544,31,2023-06-28,1,1599,1599,Asia Pacific,completed
13965,4381,125,2023-05-09,5,106,530,Latin America,completed
13966,2333,73,2024-05-06,4,195,780,Asia Pacific,completed
13967,3838,7,2023-03-03,2,251,502,Asia Pacific,completed
